timestamp, srcIP, destIP, protocol, swid,flow_packet_count,packets_in_queue,queue_timedelta,hitter, packet_length
1637919336,12.1.1.2,10.1.1.96,6,1 , 0 ,0 ,106 ,0 ,110 
1637919336,10.254.1.213,10.1.1.96,6,2 , 0 ,0 ,208 ,0 ,74 
1637919336,12.1.1.2,10.1.1.96,6,1 , 0 ,0 ,106 ,0 ,110 
1637919336,10.1.1.96,10.254.1.213,6,2 , 0 ,0 ,286 ,0 ,74 
1637919336,10.254.1.213,10.1.1.96,6,2 , 0 ,0 ,208 ,0 ,74 
1637919336,10.1.1.96,10.254.1.213,6,2 , 0 ,0 ,286 ,0 ,74 
1637919336,10.1.1.96,12.1.1.2,6,1 , 0 ,0 ,732 ,0 ,110 
1637919336,10.1.1.96,12.1.1.2,6,1 , 0 ,0 ,732 ,0 ,110 
1637919336,12.1.1.2,10.1.1.96,6,1 , 1 ,0 ,56 ,0 ,139 
1637919336,12.1.1.2,10.1.1.96,6,1 , 1 ,0 ,56 ,0 ,139 
1637919336,12.1.1.2,10.1.1.96,6,1 , 2 ,0 ,56 ,0 ,139 
1637919336,12.1.1.2,10.1.1.96,6,1 , 2 ,0 ,56 ,0 ,139 
1637919336,10.254.1.213,10.1.1.96,6,2 , 1 ,0 ,561 ,0 ,103 
1637919336,10.254.1.213,10.1.1.96,6,2 , 1 ,0 ,561 ,0 ,103 
1637919336,10.254.1.213,10.1.1.96,6,2 , 2 ,0 ,561 ,0 ,103 
1637919336,10.254.1.213,10.1.1.96,6,2 , 2 ,0 ,561 ,0 ,103 
1637919336,10.1.1.96,10.254.1.213,6,2 , 1 ,0 ,212 ,0 ,67 
1637919336,10.1.1.96,10.254.1.213,6,2 , 1 ,0 ,212 ,0 ,67 
1637919336,10.1.1.96,10.254.1.213,6,2 , 2 ,0 ,212 ,0 ,67 
1637919336,10.1.1.96,10.254.1.213,6,2 , 2 ,0 ,212 ,0 ,67 
1637919336,10.1.1.96,12.1.1.2,6,1 , 1 ,0 ,211 ,0 ,102 
1637919336,10.1.1.96,12.1.1.2,6,1 , 1 ,0 ,211 ,0 ,102 
1637919336,10.1.1.96,12.1.1.2,6,1 , 2 ,0 ,150 ,0 ,103 
1637919336,10.1.1.96,12.1.1.2,6,1 , 2 ,0 ,150 ,0 ,103 
1637919336,12.1.1.2,10.1.1.96,6,1 , 3 ,0 ,39 ,0 ,102 
1637919336,12.1.1.2,10.1.1.96,6,1 , 3 ,0 ,39 ,0 ,102 
1637919336,10.254.1.213,10.1.1.96,6,2 , 3 ,0 ,35 ,0 ,66 
1637919336,10.254.1.213,10.1.1.96,6,2 , 3 ,0 ,35 ,0 ,66 
1637919336,12.1.1.2,10.1.1.96,6,1 , 4 ,0 ,38 ,0 ,106 
1637919336,12.1.1.2,10.1.1.96,6,1 , 4 ,0 ,38 ,0 ,106 
1637919336,10.254.1.213,10.1.1.96,6,2 , 4 ,0 ,29 ,0 ,70 
1637919336,10.254.1.213,10.1.1.96,6,2 , 4 ,0 ,29 ,0 ,70 
1637919336,10.1.1.96,10.254.1.213,6,2 , 3 ,0 ,30 ,0 ,66 
1637919336,10.1.1.96,10.254.1.213,6,2 , 3 ,0 ,30 ,0 ,66 
1637919336,10.1.1.96,12.1.1.2,6,1 , 3 ,0 ,343 ,0 ,102 
1637919336,10.1.1.96,12.1.1.2,6,1 , 3 ,0 ,343 ,0 ,102 
1637919336,12.1.1.2,10.1.1.96,6,1 , 5 ,0 ,35 ,0 ,221 
1637919336,12.1.1.2,10.1.1.96,6,1 , 5 ,0 ,35 ,0 ,221 
1637919336,10.254.1.213,10.1.1.96,6,2 , 5 ,0 ,31 ,0 ,185 
1637919336,10.254.1.213,10.1.1.96,6,2 , 5 ,0 ,31 ,0 ,185 
1637919336,10.1.1.96,10.254.1.213,6,2 , 4 ,0 ,28 ,0 ,66 
1637919336,10.1.1.96,10.254.1.213,6,2 , 4 ,0 ,28 ,0 ,66 
1637919336,10.1.1.96,10.254.1.213,6,2 , 5 ,0 ,27 ,0 ,67 
1637919336,10.1.1.96,10.254.1.213,6,2 , 5 ,0 ,27 ,0 ,67 
1637919336,10.1.1.96,12.1.1.2,6,1 , 4 ,0 ,193 ,0 ,102 
1637919336,10.1.1.96,12.1.1.2,6,1 , 4 ,0 ,193 ,0 ,102 
1637919336,10.1.1.96,12.1.1.2,6,1 , 5 ,0 ,39 ,0 ,103 
1637919336,10.1.1.96,12.1.1.2,6,1 , 5 ,0 ,39 ,0 ,103 
1637919336,12.1.1.2,10.1.1.96,17,1 , 0 ,0 ,30 ,0 ,82 
1637919336,12.1.1.2,10.1.1.96,17,1 , 0 ,0 ,30 ,0 ,82 
1637919336,10.254.1.213,10.1.1.96,17,2 , 0 ,0 ,257 ,0 ,46 
1637919336,10.254.1.213,10.1.1.96,17,2 , 0 ,0 ,257 ,0 ,46 
1637919336,10.1.1.96,12.1.1.2,17,1 , 0 ,0 ,110 ,0 ,82 
1637919336,10.1.1.96,12.1.1.2,17,1 , 0 ,0 ,110 ,0 ,82 
1637919336,10.1.1.96,10.254.1.213,17,2 , 0 ,0 ,147 ,0 ,46 
1637919336,10.1.1.96,10.254.1.213,17,2 , 0 ,0 ,147 ,0 ,46 
1637919336,12.1.1.2,10.1.1.96,6,1 , 6 ,0 ,29 ,0 ,102 
1637919336,12.1.1.2,10.1.1.96,6,1 , 6 ,0 ,29 ,0 ,102 
1637919336,10.254.1.213,10.1.1.96,6,2 , 6 ,0 ,419 ,0 ,66 
1637919336,10.254.1.213,10.1.1.96,6,2 , 6 ,0 ,419 ,0 ,66 
1637919336,10.1.1.96,10.254.1.213,6,2 , 6 ,0 ,34 ,0 ,68 
1637919336,10.1.1.96,10.254.1.213,6,2 , 6 ,0 ,34 ,0 ,68 
1637919336,10.1.1.96,12.1.1.2,6,1 , 6 ,0 ,239 ,0 ,104 
1637919336,10.1.1.96,12.1.1.2,6,1 , 6 ,0 ,239 ,0 ,104 
1637919336,12.1.1.2,10.1.1.96,6,1 , 7 ,0 ,34 ,0 ,102 
1637919336,12.1.1.2,10.1.1.96,6,1 , 7 ,0 ,34 ,0 ,102 
1637919336,10.254.1.213,10.1.1.96,6,2 , 7 ,0 ,31 ,0 ,66 
1637919336,10.254.1.213,10.1.1.96,6,2 , 7 ,0 ,31 ,0 ,66 
1637919336,12.1.1.2,10.1.1.96,17,1 , 1 ,0 ,25 ,0 ,1420 
1637919336,10.254.1.213,10.1.1.96,17,2 , 1 ,0 ,20 ,0 ,1384 
1637919336,12.1.1.2,10.1.1.96,17,1 , 1 ,0 ,25 ,0 ,1420 
1637919336,10.254.1.213,10.1.1.96,17,2 , 1 ,0 ,20 ,0 ,1384 
1637919336,12.1.1.2,10.1.1.96,17,1 , 2 ,0 ,38 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 3 ,0 ,40 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 2 ,0 ,38 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 4 ,0 ,27 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 5 ,0 ,27 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 3 ,0 ,40 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 6 ,0 ,151 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 7 ,0 ,151 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 4 ,0 ,27 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 8 ,0 ,20 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 5 ,0 ,27 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 9 ,0 ,20 ,0 ,1420 
1637919336,10.254.1.213,10.1.1.96,17,2 , 2 ,0 ,175 ,0 ,1384 
1637919336,12.1.1.2,10.1.1.96,17,1 , 6 ,0 ,151 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 10 ,0 ,461 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 7 ,0 ,151 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 11 ,0 ,461 ,0 ,1420 
1637919336,10.254.1.213,10.1.1.96,17,2 , 3 ,0 ,175 ,0 ,1384 
1637919336,12.1.1.2,10.1.1.96,17,1 , 8 ,0 ,20 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 12 ,0 ,997 ,0 ,1420 
1637919336,10.254.1.213,10.1.1.96,17,2 , 4 ,0 ,214 ,0 ,1384 
1637919336,10.254.1.213,10.1.1.96,17,2 , 5 ,0 ,214 ,0 ,1384 
1637919336,12.1.1.2,10.1.1.96,17,1 , 9 ,0 ,20 ,0 ,1420 
1637919336,10.254.1.213,10.1.1.96,17,2 , 6 ,0 ,214 ,0 ,1384 
1637919336,10.254.1.213,10.1.1.96,17,2 , 2 ,0 ,175 ,0 ,1384 
1637919336,12.1.1.2,10.1.1.96,17,1 , 13 ,0 ,391 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 10 ,0 ,461 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 11 ,0 ,461 ,0 ,1420 
1637919336,12.1.1.2,10.1.1.96,17,1 , 14 ,0 ,178 ,0 ,1420 
1637919336,10.254.1.213,10.1.1.96,17,2 , 3 ,0 ,175 ,0 ,1384 
1637919336,12.1.1.2,10.1.1.96,17,1 , 15 ,0 ,255 ,0 ,1420 
