EXP, timestamp,flowid, srcIP, destIP, protocol, swid,flow_packet_count,packets_in_queue,queue_timedelta,hitter, packet_length
1,1638795537,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 358 ,0 ,91 ,0 ,134 
1,1638795537,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 358 ,0 ,37 ,0 ,98 
1,1638795537,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 356 ,0 ,162 ,0 ,98 
1,1638795537,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 356 ,0 ,59 ,0 ,134 
1,1638795537,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 359 ,0 ,190 ,0 ,134 
1,1638795537,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 359 ,0 ,26 ,0 ,98 
1,1638795537,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 357 ,0 ,459 ,0 ,98 
1,1638795537,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 357 ,0 ,113 ,0 ,134 
1,1638795537,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 360 ,0 ,124 ,0 ,134 
1,1638795537,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 360 ,0 ,35 ,0 ,98 
1,1638795537,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 358 ,0 ,426 ,0 ,98 
1,1638795537,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 358 ,0 ,314 ,0 ,134 
1,1638795537,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 361 ,0 ,146 ,0 ,134 
1,1638795537,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 361 ,0 ,57 ,0 ,98 
1,1638795537,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 359 ,0 ,183 ,0 ,98 
1,1638795537,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 359 ,0 ,395 ,0 ,134 
1,1638795538,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 362 ,0 ,135 ,0 ,134 
1,1638795538,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 362 ,0 ,25 ,0 ,98 
1,1638795538,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 360 ,0 ,498 ,0 ,98 
1,1638795538,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 360 ,0 ,74 ,0 ,134 
1,1638795538,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 363 ,0 ,121 ,0 ,134 
1,1638795538,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 363 ,0 ,24 ,0 ,98 
1,1638795538,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 361 ,0 ,1526 ,0 ,98 
1,1638795538,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 361 ,0 ,168 ,0 ,134 
1,1638795538,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 364 ,0 ,129 ,0 ,134 
1,1638795538,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 364 ,0 ,94 ,0 ,98 
1,1638795538,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 362 ,0 ,466 ,0 ,98 
1,1638795538,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 362 ,0 ,204 ,0 ,134 
1,1638795538,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 365 ,0 ,397 ,0 ,134 
1,1638795538,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 365 ,0 ,35 ,0 ,98 
1,1638795538,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 363 ,0 ,157 ,0 ,98 
1,1638795538,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 363 ,0 ,164 ,0 ,134 
1,1638795538,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 366 ,0 ,235 ,0 ,134 
1,1638795538,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 366 ,0 ,34 ,0 ,98 
1,1638795538,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 364 ,0 ,148 ,0 ,98 
1,1638795538,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 364 ,0 ,110 ,0 ,134 
1,1638795539,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 367 ,0 ,182 ,0 ,134 
1,1638795539,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 367 ,0 ,37 ,0 ,98 
1,1638795539,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 365 ,0 ,338 ,0 ,98 
1,1638795539,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 365 ,0 ,190 ,0 ,134 
1,1638795539,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 368 ,0 ,353 ,0 ,134 
1,1638795539,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 368 ,0 ,39 ,0 ,98 
1,1638795539,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 366 ,0 ,229 ,0 ,98 
1,1638795539,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 366 ,0 ,295 ,0 ,134 
1,1638795539,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 369 ,0 ,400 ,0 ,134 
1,1638795539,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 369 ,0 ,30 ,0 ,98 
1,1638795539,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 367 ,0 ,139 ,0 ,98 
1,1638795539,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 367 ,0 ,453 ,0 ,134 
2,1638795771,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 370 ,0 ,30 ,0 ,134 
2,1638795771,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 370 ,0 ,492 ,0 ,98 
2,1638795771,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 371 ,0 ,34 ,0 ,134 
2,1638795771,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 371 ,0 ,816 ,0 ,98 
2,1638795771,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 368 ,0 ,409 ,0 ,98 
2,1638795771,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 368 ,0 ,1569 ,0 ,134 
2,1638795772,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 372 ,0 ,26 ,0 ,134 
2,1638795772,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 372 ,0 ,128 ,0 ,98 
2,1638795772,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 369 ,0 ,173 ,0 ,98 
2,1638795772,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 369 ,0 ,465 ,0 ,134 
2,1638795772,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 373 ,0 ,217 ,0 ,134 
2,1638795772,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 373 ,0 ,131 ,0 ,98 
2,1638795772,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 370 ,0 ,420 ,0 ,98 
2,1638795772,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 370 ,0 ,27 ,0 ,134 
2,1638795772,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 374 ,0 ,426 ,0 ,134 
2,1638795772,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 374 ,0 ,183 ,0 ,98 
2,1638795772,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 371 ,0 ,168 ,0 ,98 
2,1638795772,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 371 ,0 ,28 ,0 ,134 
2,1638795772,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 375 ,0 ,271 ,0 ,134 
2,1638795772,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 375 ,0 ,187 ,0 ,98 
2,1638795772,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 372 ,0 ,153 ,0 ,98 
2,1638795772,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 372 ,0 ,33 ,0 ,134 
2,1638795772,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 376 ,0 ,158 ,0 ,134 
2,1638795772,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 376 ,0 ,178 ,0 ,98 
2,1638795772,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 373 ,0 ,183 ,0 ,98 
2,1638795772,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 373 ,0 ,149 ,0 ,134 
2,1638795773,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 377 ,0 ,2900 ,0 ,134 
2,1638795773,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 377 ,0 ,628 ,0 ,98 
2,1638795773,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 374 ,0 ,280 ,0 ,98 
2,1638795773,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 374 ,0 ,539 ,0 ,134 
2,1638795773,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 378 ,0 ,154 ,0 ,134 
2,1638795773,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 378 ,0 ,575 ,0 ,98 
2,1638795773,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 375 ,0 ,366 ,0 ,98 
2,1638795773,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 375 ,0 ,299 ,0 ,134 
2,1638795773,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 379 ,0 ,365 ,0 ,134 
2,1638795773,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 379 ,0 ,443 ,0 ,98 
2,1638795773,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 376 ,0 ,642 ,0 ,98 
2,1638795773,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 376 ,0 ,235 ,0 ,134 
2,1638795773,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 380 ,0 ,23 ,0 ,134 
2,1638795773,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 380 ,0 ,165 ,0 ,98 
2,1638795773,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 377 ,0 ,202 ,0 ,98 
2,1638795773,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 377 ,0 ,351 ,0 ,134 
2,1638795774,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 381 ,0 ,23 ,0 ,134 
2,1638795774,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 381 ,0 ,473 ,0 ,98 
2,1638795774,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 378 ,0 ,202 ,0 ,98 
2,1638795774,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 378 ,0 ,433 ,0 ,134 
2,1638795774,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 382 ,0 ,23 ,0 ,134 
2,1638795774,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 382 ,0 ,364 ,0 ,98 
2,1638795774,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 379 ,0 ,257 ,0 ,98 
2,1638795774,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 379 ,0 ,867 ,0 ,134 
2,1638795774,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 383 ,0 ,25 ,0 ,134 
2,1638795774,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 383 ,0 ,452 ,0 ,98 
2,1638795774,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 380 ,0 ,209 ,0 ,98 
2,1638795774,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 380 ,0 ,159 ,0 ,134 
2,1638795774,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 384 ,0 ,33 ,0 ,134 
2,1638795774,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 384 ,0 ,7361 ,0 ,98 
2,1638795774,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 381 ,0 ,282 ,0 ,98 
2,1638795774,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 381 ,0 ,231 ,0 ,134 
2,1638795774,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 385 ,0 ,33 ,0 ,134 
2,1638795774,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 385 ,0 ,101 ,0 ,98 
2,1638795774,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 382 ,0 ,160 ,0 ,98 
2,1638795774,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 382 ,0 ,179 ,0 ,134 
2,1638795775,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 386 ,0 ,33 ,0 ,134 
2,1638795775,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 386 ,0 ,306 ,0 ,98 
2,1638795775,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 383 ,0 ,158 ,0 ,98 
2,1638795775,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 383 ,0 ,168 ,0 ,134 
2,1638795775,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 387 ,0 ,312 ,0 ,134 
2,1638795775,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 387 ,0 ,289 ,0 ,98 
2,1638795775,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 384 ,0 ,179 ,0 ,98 
2,1638795775,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 384 ,0 ,173 ,0 ,134 
2,1638795775,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 388 ,0 ,1487 ,0 ,134 
2,1638795775,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 388 ,0 ,262 ,0 ,98 
2,1638795775,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 385 ,0 ,202 ,0 ,98 
2,1638795775,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 385 ,0 ,160 ,0 ,134 
2,1638795775,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 389 ,0 ,210 ,0 ,134 
2,1638795775,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 389 ,0 ,107 ,0 ,98 
2,1638795775,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 386 ,0 ,154 ,0 ,98 
2,1638795775,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 386 ,0 ,245 ,0 ,134 
2,1638795775,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 390 ,0 ,3700 ,0 ,134 
2,1638795775,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 390 ,0 ,187 ,0 ,98 
2,1638795775,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 387 ,0 ,203 ,0 ,98 
2,1638795775,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 387 ,0 ,179 ,0 ,134 
2,1638795776,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 391 ,0 ,127 ,0 ,134 
2,1638795776,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 391 ,0 ,136 ,0 ,98 
2,1638795776,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 388 ,0 ,122 ,0 ,98 
2,1638795776,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 388 ,0 ,1154 ,0 ,134 
2,1638795776,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 392 ,0 ,184 ,0 ,134 
2,1638795776,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 392 ,0 ,184 ,0 ,98 
2,1638795776,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 389 ,0 ,169 ,0 ,98 
2,1638795776,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 389 ,0 ,145 ,0 ,134 
2,1638795776,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 393 ,0 ,266 ,0 ,134 
2,1638795776,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 393 ,0 ,371 ,0 ,98 
2,1638795776,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 390 ,0 ,139 ,0 ,98 
2,1638795776,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 390 ,0 ,320 ,0 ,134 
2,1638795776,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 394 ,1 ,361 ,0 ,134 
2,1638795776,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 394 ,0 ,403 ,0 ,98 
2,1638795776,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 391 ,0 ,295 ,0 ,98 
2,1638795776,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 391 ,0 ,297 ,0 ,134 
2,1638795777,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 395 ,0 ,251 ,0 ,134 
2,1638795777,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 395 ,0 ,373 ,0 ,98 
2,1638795777,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 392 ,0 ,178 ,0 ,98 
2,1638795777,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 392 ,0 ,127 ,0 ,134 
2,1638795777,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 396 ,0 ,449 ,0 ,134 
2,1638795777,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 396 ,0 ,135 ,0 ,98 
2,1638795777,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 393 ,0 ,288 ,0 ,98 
2,1638795777,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 393 ,0 ,24 ,0 ,134 
2,1638795777,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 397 ,0 ,201 ,0 ,134 
2,1638795777,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 397 ,0 ,207 ,0 ,98 
2,1638795777,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 394 ,0 ,153 ,0 ,98 
2,1638795777,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 394 ,0 ,32 ,0 ,134 
2,1638795777,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 398 ,0 ,252 ,0 ,134 
2,1638795777,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 398 ,0 ,138 ,0 ,98 
2,1638795777,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 395 ,0 ,145 ,0 ,98 
2,1638795777,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 395 ,0 ,31 ,0 ,134 
2,1638795778,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 399 ,0 ,281 ,0 ,134 
2,1638795778,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 399 ,0 ,179 ,0 ,98 
2,1638795778,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 396 ,0 ,602 ,0 ,98 
2,1638795778,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 396 ,0 ,1974 ,0 ,134 
2,1638795778,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 400 ,0 ,350 ,0 ,134 
2,1638795778,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 400 ,0 ,353 ,0 ,98 
2,1638795778,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 397 ,0 ,151 ,0 ,98 
2,1638795778,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 397 ,0 ,223 ,0 ,134 
2,1638795778,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 401 ,0 ,406 ,0 ,134 
2,1638795778,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 401 ,0 ,177 ,0 ,98 
2,1638795778,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 398 ,0 ,146 ,0 ,98 
2,1638795778,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 398 ,0 ,303 ,0 ,134 
2,1638795778,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 402 ,0 ,179 ,0 ,134 
2,1638795778,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 402 ,0 ,356 ,0 ,98 
2,1638795778,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 399 ,0 ,743 ,0 ,98 
2,1638795778,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 399 ,0 ,130 ,0 ,134 
2,1638795779,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 403 ,0 ,200 ,0 ,134 
2,1638795779,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 403 ,0 ,209 ,0 ,98 
2,1638795779,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 400 ,0 ,346 ,0 ,98 
2,1638795779,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 400 ,0 ,135 ,0 ,134 
2,1638795779,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 404 ,0 ,294 ,0 ,134 
2,1638795779,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 404 ,0 ,135 ,0 ,98 
2,1638795779,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 401 ,0 ,114 ,0 ,98 
2,1638795779,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 401 ,0 ,222 ,0 ,134 
2,1638795779,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 405 ,0 ,172 ,0 ,134 
2,1638795779,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 405 ,0 ,117 ,0 ,98 
2,1638795779,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 402 ,0 ,183 ,0 ,98 
2,1638795779,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 402 ,0 ,299 ,0 ,134 
2,1638795779,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 406 ,0 ,29 ,0 ,134 
2,1638795779,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 406 ,0 ,108 ,0 ,98 
2,1638795779,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 403 ,0 ,223 ,0 ,98 
2,1638795779,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 403 ,0 ,309 ,0 ,134 
2,1638795779,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 407 ,0 ,32 ,0 ,134 
2,1638795779,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 407 ,0 ,252 ,0 ,98 
2,1638795779,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 404 ,0 ,300 ,0 ,98 
2,1638795779,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 404 ,0 ,194 ,0 ,134 
2,1638795780,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 408 ,0 ,49 ,0 ,134 
2,1638795780,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 408 ,0 ,178 ,0 ,98 
2,1638795780,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 405 ,0 ,628 ,0 ,98 
2,1638795780,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 405 ,0 ,360 ,0 ,134 
2,1638795780,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 409 ,0 ,112 ,0 ,134 
2,1638795780,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 409 ,0 ,268 ,0 ,98 
2,1638795780,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 406 ,0 ,224 ,0 ,98 
2,1638795780,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 406 ,0 ,545 ,0 ,134 
2,1638795780,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 410 ,0 ,225 ,0 ,134 
2,1638795780,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 410 ,0 ,147 ,0 ,98 
2,1638795780,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 407 ,0 ,161 ,0 ,98 
2,1638795780,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 407 ,0 ,388 ,0 ,134 
2,1638795780,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 411 ,0 ,347 ,0 ,134 
2,1638795780,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 411 ,0 ,301 ,0 ,98 
2,1638795780,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 408 ,0 ,275 ,0 ,98 
2,1638795780,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 408 ,0 ,1270 ,0 ,134 
2,1638795780,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 412 ,0 ,242 ,0 ,134 
2,1638795780,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 412 ,0 ,174 ,0 ,98 
2,1638795780,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 409 ,0 ,174 ,0 ,98 
2,1638795780,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 409 ,0 ,1114 ,0 ,134 
2,1638795781,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 413 ,0 ,822 ,0 ,134 
2,1638795781,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 413 ,0 ,672 ,0 ,98 
2,1638795781,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 410 ,0 ,253 ,0 ,98 
2,1638795781,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 410 ,0 ,634 ,0 ,134 
2,1638795781,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 414 ,0 ,36 ,0 ,134 
2,1638795781,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 414 ,0 ,135 ,0 ,98 
2,1638795781,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 411 ,0 ,330 ,0 ,98 
2,1638795781,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 411 ,0 ,647 ,0 ,134 
2,1638795781,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 415 ,0 ,39 ,0 ,134 
2,1638795781,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 415 ,0 ,156 ,0 ,98 
2,1638795781,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 412 ,0 ,386 ,0 ,98 
2,1638795781,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 412 ,0 ,1343 ,0 ,134 
2,1638795782,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 416 ,0 ,498 ,0 ,134 
2,1638795782,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 416 ,0 ,108 ,0 ,98 
2,1638795782,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 413 ,0 ,267 ,0 ,98 
2,1638795782,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 413 ,0 ,578 ,0 ,134 
2,1638795782,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 417 ,0 ,203 ,0 ,134 
2,1638795782,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 417 ,0 ,163 ,0 ,98 
2,1638795782,19238816672680837472L ,10.1.1.96,10.254.1.213,1,2 , 414 ,0 ,195 ,0 ,98 
2,1638795782,19311717785410797920L ,10.1.1.96,12.1.1.2,1,1 , 414 ,0 ,171 ,0 ,134 
2,1638795782,19167603001095422210L ,12.1.1.2,10.1.1.96,1,1 , 418 ,0 ,189 ,0 ,134 
2,1638795782,19167603001078448597L ,10.254.1.213,10.1.1.96,1,2 , 418 ,0 ,155 ,0 ,98 
